ISO_639_3	Script	Base_Characters
ndo	Latin	ABDEFGHIJKLMNOPRSTUVWYZabdefghijklmnoprstuvwyz
nds	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÄËÏÖÜabcdefghijklmnopqrstuvwxyzßäëïöü
nhn	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÜĀĒĪŌŪȲabcdefghijklmnopqrstuvwxyzüāēīōūȳ
nio	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁҪҮӇӘӨҘабвгдежзийклмнопрстуфхцчшщъыьэюяёҫүӈәө”
niu	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĀĒĪŌŪabcdefghijklmnopqrstuvwxyzāēīōū
niv	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁҒӃӇӶӺӼӾʼабвгдежзийклмнопрстуфхцчшщъыьэюяёғӄӈӷӻӽӿ’
njo	Latin	ABCEIJKLMNOPRSTUYZabceijklmnoprstuyz
nku	Latin	ABCDEƐFGHIJKLMNŊOƆPQRSTUVWXYZƔabcdeɛfghijklmnŋoɔpqrstuvwxyzɣˆ
nld	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÂÄÈÉÊËÍÏÓÔÖÚÛÜĲabcdefghijklmnopqrstuvwxyzáâäèéêëíïóôöúûüĳ
nmg	Latin	ABCDEFGHIJKLMNOPRSTUVWYÁÂÄÉÊÍÎÏÓÔÖÚÛĀĒĚĪŃŊŌŔŪǍǏǑǓƎƁƆƐabcdefghijklmnoprstuvwyáâäéêíîïóôöúûāēěīńŋōŕūǎǐǒǔǝɓɔɛ
nmz	Latin	ABDEƐFGHꞪIJKLMNŊOƆRSTUVWYabdeɛfghɦijklmnŋoɔrstuvwy
nnh	Latin	ABCDEFGHIJKLMNOPSTUVWYZÀÁÂÈÉÊÌÍÒÓÔÙÚÛŸĚŃŊǍǑǓƆƐɄḾẄabcdefghijklmnopstuvwyzàáâèéêìíòóôùúûÿěńŋǎǒǔɔɛʉʼḿẅ
nnw	Latin	ABCDEƏƐFGHIƖJKLMNŊOƆPRSTUƲVWYZabcdeəɛfghiɩjklmnŋoɔprstuʋvwyzÁÉÍÓÚÀÈÌÒÙáéíóúàèìòù
nog	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯабвгдежзийклмнопрстуфхцчшщъыьэюя
non	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÆÉÍÐÓØÚÝŒǪǼabcdefghijklmnopqrstuvwxyzáæéíðóøúýœǫǽ
nor	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÀÄÅÆÉÈÊÒÓÔÖØÜabcdefghijklmnopqrstuvwxyzáàäåæéèêòóôöøü
not	Latin	ABCEËGIJMNOPQRSTYabceëgijmnopqrsty
nov	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
npi	Devanagari	अआइईउऊऋएऐओऔकखगघङचछजझञटठडढणतथदधनपफबभमयरलळवशषसह‌‍ऽ
nso	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÊÔŠabcdefghijklmnopqrstuvwxyzêôš
ntm	Latin	ABCDEƐFHIKMNOƆPSTUWYÀÁÈÉÌÍḬǸŃÒÓÙÚṴabcdeɛfhikmnoɔpstuwyàáèéìíḭǹńòóùúṵ
nuk	Latin	ACEHIKMNOPQSTUWXYacehikmnopqstuwxyČčŁłŠšƛʔʕʷḤḥ
nus	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÄËÏÖŊƆƐƔabcdefghijklmnopqrstuvwxyzäëïöŋɔɛɣ
nya	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZŊŴabcdefghijklmnopqrstuvwxyzŋŵ
nym	Latin	ABDEƐFGHIJLMNŊOƆPSTUVWZabdeɛfghijlmnŋoɔpstuvwz
nyn	Latin	ABCDEFGHIJKMNOPRSTUVWYZabcdefghijkmnoprstuvwyz
nza	Latin	ABCDEFGHIJKLMNOPRSTUVWYZabcdefghijklmnoprstuvwyzÀÁÂÈÉÊÌÍÎÒÓÔÙÚÛàáâèéêìíîòóôùúûĚěŊŋƆƐǍǎǏǐǑǒǓǔɑɔɛⱭ
nzi	Latin	ABDEƐFGHIKLMNOƆPRSTUVWYZabdeɛfghiklmnoɔprstuvwyz
oaa	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЧЭЈӇӠӢӨԨЬабвгдежзийклмнопрстуфхчэјӈӡӣөԩь
oci	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÁÇÈÉËÍÏÒÓÚÜabcdefghijklmnopqrstuvwxyzàáçèéëíïòóúü
ojb	Latin	ABCDEGHIJKMNOPSTWYZabcdeghijkmnopstwyz'
oji	Ojibwe Syllabics	ᐁᐃᐅᐊᐄᐎᐆᐋᐯᐱᐳᐸᐲᐴᐹᑉᑌᑎᑐᑕᑏᑑᑖᑦᑫᑭᑯᑲᑮᑰᑳᒃᒉᒋᒍᒐᒌᒎᒑᒡᒣᒥᒧᒪᒦᒨᒫᒻᓀᓂᓄᓇᓃᓅᓈᓐᓭᓯᓱᓴᓰᓲᓵᔅᔐᔑᔓᔕᔒᔔᔖᔥᔦᔨᔪᔭᔩᔫᔮᔾᐦ
oma	Latin	ABCDEGHIJKMNOPQSTUWXZabcdeghijkmnopqstuwxzʰ’ⁿ
omn	Linear A	𐘀𐘁𐘂𐘃𐘄𐘅𐘆𐘇𐘈𐘉𐘊𐘋𐘌𐘍𐘎𐘏𐘐𐘑𐘒𐘓𐘔𐘕𐘖𐘗𐘘𐘙𐘚𐘛𐘜𐘝𐘞𐘟𐘠𐘡𐘢𐘣𐘤𐘥𐘦𐘧𐘨𐘩𐘪𐘫𐘬𐘭𐘮𐘯𐘰𐘱𐘲𐘳𐘴𐘵𐘶𐘷𐘸𐘹𐘺𐘻𐘼𐘽𐘾𐘿𐙀𐙁𐙂𐙃𐙄𐙅𐙆𐙇𐙈𐙉𐙊𐙋𐙌𐙍𐙎𐙏𐙐𐙑𐙒𐙓𐙔𐙕𐙖𐙗𐙘𐙙𐙚𐙛𐙜𐙝𐙞𐙟𐙠𐙡𐙢𐙣𐙤𐙥𐙦𐙧𐙨𐙩𐙪𐙫𐙬𐙭𐙮𐙯𐙰𐙱𐙲𐙳𐙴𐙵𐙶𐙷𐙸𐙹𐙺𐙻𐙼𐙽𐙾𐙿𐚀𐚁𐚂𐚃𐚄𐚅𐚆𐚇𐚈𐚉𐚊𐚋𐚌𐚍𐚎𐚏𐚐𐚑𐚒𐚓𐚔𐚕𐚖𐚗𐚘𐚙𐚚𐚛𐚜𐚝𐚞𐚟𐚠𐚡𐚢𐚣𐚤𐚥𐚦𐚧𐚨𐚩𐚪𐚫𐚬𐚭𐚮𐚯𐚰𐚱𐚲𐚳𐚴𐚵𐚶𐚷𐚸𐚹𐚺𐚻𐚼𐚽𐚾𐚿𐛀𐛁𐛂𐛃𐛄𐛅𐛆𐛇𐛈𐛉𐛊𐛋𐛌𐛍𐛎𐛏𐛐𐛑𐛒𐛓𐛔𐛕𐛖𐛗𐛘𐛙𐛚𐛛𐛜𐛝𐛞𐛟𐛠𐛡𐛢𐛣𐛤𐛥𐛦𐛧𐛨𐛩𐛪𐛫𐛬𐛭𐛮𐛯𐛰𐛱𐛲𐛳𐛴𐛵𐛶𐛷𐛸𐛹𐛺𐛻𐛼𐛽𐛾𐛿𐜀𐜁𐜂𐜃𐜄𐜅𐜆𐜇𐜈𐜉𐜊𐜋𐜌𐜍𐜎𐜏𐜐𐜑𐜒𐜓𐜔𐜕𐜖𐜗𐜘𐜙𐜚𐜛𐜜𐜝𐜞𐜟𐜠𐜡𐜢𐜣𐜤𐜥𐜦𐜧𐜨𐜩𐜪𐜫𐜬𐜭𐜮𐜯𐜰𐜱𐜲𐜳𐜴𐜵𐜶𐝀𐝁𐝂𐝃𐝄𐝅𐝆𐝇𐝈𐝉𐝊𐝋𐝌𐝍𐝎𐝏𐝐𐝑𐝒𐝓𐝔𐝕𐝠𐝡𐝢𐝣𐝤𐝥𐝦𐝧
omn	Linear B	𐀀𐀁𐀂𐀃𐀄𐀅𐀆𐀇𐀈𐀉𐀊𐀋𐀍𐀎𐀏𐀐𐀑𐀒𐀓𐀔𐀕𐀖𐀗𐀘𐀙𐀚𐀛𐀜𐀝𐀞𐀟𐀠𐀡𐀢𐀣𐀤𐀥𐀦𐀨𐀩𐀪𐀫𐀬𐀭𐀮𐀯𐀰𐀱𐀲𐀳𐀴𐀵𐀶𐀷𐀸𐀹𐀺𐀼𐀽𐀿𐁀𐁁𐁂𐁃𐁄𐁅𐁆𐁇𐁈𐁉𐁊𐁋𐁌𐁍𐁐𐁑𐁒𐁓𐁔𐁕𐁖𐁗𐁘𐁙𐁚𐁛𐁜𐁝𐂀𐂁𐂂𐂃𐂄𐂅𐂆𐂇𐂈𐂉𐂊𐂋𐂌𐂍𐂎𐂏𐂐𐂑𐂒𐂓𐂔𐂕𐂖𐂗𐂘𐂙𐂚𐂛𐂜𐂝𐂞𐂟𐂠𐂡𐂢𐂣𐂤𐂥𐂦𐂧𐂨𐂩𐂪𐂫𐂬𐂭𐂮𐂯𐂰𐂱𐂲𐂳𐂴𐂵𐂶𐂷𐂸𐂹𐂺𐂻𐂼𐂽𐂾𐂿𐃀𐃁𐃂𐃃𐃄𐃅𐃆𐃇𐃈𐃉𐃊𐃋𐃌𐃍𐃎𐃏𐃐𐃑𐃒𐃓𐃔𐃕𐃖𐃗𐃘𐃙𐃚𐃛𐃜𐃝𐃞𐃟𐃠𐃡𐃢𐃣𐃤𐃥𐃦𐃧𐃨𐃩𐃪𐃫𐃬𐃭𐃮𐃯𐃰𐃱𐃲𐃳𐃴𐃵𐃶𐃷𐃸𐃹𐃺
onw	Coptic	ⲁⲃⲅⲇⲉⲍⲏⲓⲕⲗⲙⲛⲟⲡⲣⲥⲧⲩⲫⲱⳡⳣⳝⳟϣϩⲑⲝⲭⲯ
orc	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz'
orh	Latin	ABDEFGHIJKLMNOPQRSTUÜWXYabdefghijklmnopqrstuüwxy
ori	Oriya	ଅଆଇଈଉଊଋଏଐଓଔକଖଗଘଙଚଛଜଝଞଟଠଡଢଣତଥଦଧନପଫବଭମଯୟରଲଳଵୱଶଷସହ‌‍
oss	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӔабвгдежзийклмнопрстуфхцчшщъыьэюяёӕ
oss	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÄÆČŠŽabcdefghijklmnopqrstuvwxyzäæčšž
ota	Latin	ʾʿABCDEFGHIJKLMNOPQRSTUVWXYZÂÇÎÖÛÜĞŞȘṠĀĒĪŌŪṪṬŻẒabcdefghijklmnopqrsṣṡtṫṭuvwxyzżẓâçîöûüğİışșāēīōūẔẕ
ota	Arabic	يوهنملكقفغعظطضصشسزرذدخحجثتباةء
ote	Latin	ABCDEFGHIJKLMNOPRSTUXYZÃÏÖÜabcdefghijklmnoprstuxyzãïöü
ozm	Latin	ABCDEFGHIƗJKLMNŊOŒØƆPRSTUɄVWYZʼabcdefghiɨjklmnŋoœøɔprstuʉvwyzÁÉÍÓǾÚÂÊÎÔÛǍĚǏǑǓáéíóǿúâêîôûǎěǐǒǔ
ozm	Latin	ABCDEƐFGHIƗJKLMNŊOŒƆPRSTUɄVWYZʼabcdeɛfghiɨjklmnŋoœɔprstuʉvwyzÁÉÍÓÚÂÊÎÔÛǍĚǏǑǓáéíóúâêîôûǎěǐǒǔ
pam	Latin	ABDEGHIKLMNOPQRSTUWYabdeghiklmnoprstuwy
pan	Gurmukhi	ਅਬਭਗਧਢੲਵਦਡਹਘਥਠਯਕਚਲਮਨਣਸੳਪਫਖਛਰਤਟਜ
pan	Arabic	ابپتٹثجچحخدڈذرڑزژسشصضطظعغفقکگلمنݨںوهھءیے
pap	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÈÒÙÜÑabcdefghijklmnopqrstuvwxyzèòùüñ
pau	Latin	ABCDEĘFIKLMNOPRSTUZabcdeęfiklmnoprstuz
pbb	Latin	AÃBCDEẼFGIĨJLMNÑPQSTUŨVWYZaãbcdeẽfgiĩjlmnñpqstuũvwyz'
pbu	Arabic	ﺍﺏپﺕټﺙﺝچﺡﺥڅځﺩډﺫﺭړﺯژږﺱﺵښﺹﺽﻁﻅﻉﻍﻑﻕکګﻝﻡﻥڼﻭهۀيېیۍئ
pcd	Latin	AÂÅBCÇDEÊÉÈFGIÎÏKLHJMNOÔPQRSTUÛVWYŶZÆŒaâåbcçdeêéèfgiîïklhjmnoôpqrstuûvwyŷzæœ
pes	Arabic	ءأؤئابتثجحخدذرزسشصضطظعغفقلمنهوپچژکگی
pga	Arabic	يوهنملكقفغعظطضصشسزرذدخحجثتبای
phr	Arabic	ابپتٹثجچحخدڈذرڑزژسشصضطظعغفقکگلمنݨںوهھءیے
pil	Latin	ABCDEƐƎFGHIJKLMNŊOƆPQSTUƱVWYZabcdeɛǝfghijklmnŋoɔpqstuʊvwyz
pis	Latin	ABCDEFGHIJKLMNOPRSTUVWÆabcdefghijklmnoprstuvwæ
piu	Latin	AIKLMNPRTUWYaiklmnprtuwy
plz	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
pms	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÄÈËÌÏÒÖÙÜabcdefghijklmnopqrstuvwxyzàäèëìïòöùü
pnb	Gurmukhi	ਅਬਭਗਧਢੲਵਦਡਹਘਥਠਯਕਚਲਮਨਣਸੳਪਫਖਛਰਤਟਜ
pnb	Arabic	ابپتٹثجچحخدڈذرڑزژسشصضطظعغفقکگلمنݨںوهھءیے
pnt	Greek	ΑΒΓΔΕΖΘΙΚΛΜΝΟΠΡΣΧΤΥΦαβγδεζθικλμνοπρσχτυφ
pnt	Latin	ABCÇĞDEFHİIKLMNOPRSŞTUYXZÞabcçğdefhiklmnoprsştuyxzþ
pnt	Cyrillic	АВГДЕЖЗСИКЛМНОПРШТЦЧУФХавгдежзсиклмнопрштцчуфх
pol	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÓĄĆĘŁŃŚŹŻabcdefghijklmnopqrstuvwxyzóąćęłńśźż
pon	Latin	ADEHIKLMNOPRSTUWadehiklmnoprstuw
por	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÁÂÃÇÈÉÊÍÒÓÔÕÚabcdefghijklmnopqrstuvwxyzàáâãçèéêíòóôõú
pot	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÈÉÊËabcdefghijklmnopqrstuvwxyzèéêë
pov	Latin	ABCDEFGIJKLMNOPRSTXUVZabcdefgijklmnoprstxuvz'
ppl	Latin	ACEHIJKLMNPSTUWYacehijklmnpstuwy
prg	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĀĒĢĪĶŅŌŖŠŪŽȚḐabcdefghijklmnopqrstuvwxyzāēģīķņōŗšūžțḑ
prq	Latin	ACEIJKMNÑOPRSTWYZaceijkmnñoprstwyz
prs	Arabic	ءأؤئابتثجحخدذرزسشصضطظعغفقلمنهوپچژکگی
pug	Latin	ABƁCDƊEƐFGHIƖJKLMNƝŊOƆPRSTUƲVWⱲYƳZabɓcdɗeɛfghiɩjklmnɲŋoɔprstuʋvwⱳyƴzÃẼĨÕŨÀÈÌÒÙÁÉÍÓÚṌṸãẽĩõũàèìòùáéíóúṍṹ
quc	Latin	ABCEHIJKLMNOPQRSTUWXYZabcehijklmnopqrstuwxyz'
que	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÑabcdefghijklmnopqrstuvwxyzñ
qxq	Arabic	ءأؤئابتثجحخدذرزسشصضطظعغفقلمنهوپچژکگی
rah	Bengali	৺অআইউএঐওঔকখগঘঙচছজঝঞটঠডঢণতথদধনপফবভমযরৰলৱশষসহʼ
rar	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĀĒĪŌŪabcdefghijklmnopqrstuvwxyzāēīōū
rkt	Bengali	৺অআইঈউঊঋএঐওঔকখগঘঙচছজঝঞটঠডঢণতথদধনপফবভমযরৰলৱশষসহ
rmn	Latin	AÄÁBCĆČDEÊÉFĞHIÎÍJKLMNOÖÓPṖQRŘSŠTUVWXYZaäábcćčdeêéfğhiîíjklmnoöópṗqrřsštuvwxyz
rmn	Cyrillic	АБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЫЬЭЮЯабвгдеёжзийклмнопрстуфхцчшыьэюя
rmy	Latin	AÄBCĆČDEÊFĞHIÎJKLMNOÖPṖQRSŚTUVWXZŹaäbcćčdeêfğhiîjklmnoöpṗqrsśtuvwxzź
roh	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÂÈÉÊÎÒÔÖÜabcdefghijklmnopqrstuvwxyzàâèéêîòôöü
ron	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЫЬЭЮЯӁабвгдежзийклмнопрстуфхцчшыьэюяӂ
ron	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÂÎĂȘȚabcdefghijklmnopqrstuvwxyzâîășț
roo	Latin	AEGIKOPRSTUVaegikoprstuv
rue	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЬЭЮЯЁЄІЇҐабвгдежзийклмнопрстуфхцчшщъьэюяёєіїґ
run	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
ruo	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÅĂÂÊĽŃȘȚabcdefghijklmnopqrstuvwxyzåăâêľńșț
rup	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÂÃĂȘȚabcdefghijklmnopqrstuvwxyzâãășț
ruq	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĀÂĂẠĒËĘŽŁŠĪŌǪŪĽŃȘȚabcdefghijklmnopqrstuvwxyzāâăạēëęžłšīōǫūľńșț
rus	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁабвгдежзийклмнопрстуфхцчшщъыьэюяё
rut	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӀабвгдежзийклмнопрстуфхцчшщъыьэюяёӏ
rwk	Latin	ABCDEFGHIJKLMNOPRSTUVWYZabcdefghijklmnoprstuvwyz
ryu	Hiragana	ぁあぃいぅうぇえぉおかがきぎくぐけげこごさざしじすずせぜそぞただちぢっつづてでとどなにぬねのはばぱひびぴふぶぷへべぺほぼぽまみむめもゃやゅゆょよらりるれろゎわゐゑをんゔゕゖ゛゜ゝゞゟ
ryu	Katakana	゠ァアィイゥウェエォオカガキギクグケゲコゴサザシジスズセゼソゾタダチヂッツヅテデトドナニヌネノハバパヒビピフブプヘベペホボポマミムメモャヤュユョヨラリルレロヮワヰヱヲンヴヵヶヷヸヹヺ・ーヽヾ
sag	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÂÄÊËÎÏÔÖÛÜabcdefghijklmnopqrstuvwxyzâäêëîïôöûü
sah	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁҔҤҮҺӨабвгдежзийклмнопрстуфхцчшщъыьэюяёҕҥүһө
san	Devanagari	अआइईउऊऋॠऌॡएऐओऔकखगघङचछजझञटठडढणतथदधनपफबभमयरलळवशषसह‌‍ऽ
saq	Latin	ABCDEGHIJKLMNOPRSTUVWYabcdeghijklmnoprstuvwy
sav	Latin	ABCDEFGHIJKLMNOPRSTUWYabcdefghijklmnoprstuwyÑñŊŋƁƊƳƴɓɗ’
sbd	Latin	ABCDEƐƏFIKLMNŊOƆPRSTUWYabcdeɛəfiklmnŋoɔprstuwyÀÈÌǸÒÙÁÉÍŃÓÚǍĚǏǑǓÄËÏÖÜÃĨŨàèìǹòùáéíńóúǎěǐǒǔäëïöüãĩũ
sbp	Latin	ABCDEFGHIJKLMNOPQSTUVWXYZÀÁÄÂÈÉËÊÌÍÏÎÒÓÖÔÙÚÜÛabcdefghijklmnopqstuvwxyzàáäâèéëêìíïîòóöôùúüû
scn	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÂÈÌÒÙabcdefghijklmnopqrstuvwxyzàâèìòù
sco	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
sco	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZȜabcdefghijklmnopqrstuvwxyzȝ
sdh	Arabic	ابتجحخدرزسشعغفقلمنوپچڕژڤکگڵھۆیێە
seh	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
sei	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÖabcdefghijklmnopqrstuvwxyzö
sel	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁҖӃӇAӢӦӨӬӮӰӶабвгдежзийклмнопрстуфхцчшщъыьэюяёҗӄӈaӣӧөӭӯӱӷ
ses	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÃÕŊŠŽƝẼabcdefghijklmnopqrstuvwxyzãõŋšžɲẽ
sey	Latin	ADEËIJKMNÑOPSTUWYadeëijkmnñopstuwy'
sgh	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЁҒҚҲҶӢӮабвгдежзийклмнопрстуфхцчшёғқҳҷӣӯ
sgw	Geʽez	ሐሑሒሓሔሕሖ𞟨𞟩ሗ𞟪𞟫𞟠𞟡𞟢𞟣𞟤𞟥𞟦ለሉሊላሌልሎመሙሚማሜምሞᎀ𞟭ሟ𞟮ᎃረሩሪራሬርሮሰሱሲሳሴስሶሸሹሺሻሼሾቀቁቂቃቄቅቆቈ𞟰ቋ𞟱𞟲ቐቑቒቓቔቕቖበቡቢባቤብቦᎄ𞟳ቧ𞟴ᎇተቱቲታቴትቶቸቹቺቻቼችቾነኑኒናኔንኖኘኙኚኛኜኝኞአኡኢኣኤእኦከኩኪካኬክኮኰ𞟵ኳ𞟶𞟷ኸኹኺኻኼኽኾወዉዊዋዌውዎዐዑዒዓዔዕዖዘዙዚዛዜዝዞዠዡዢዣዤዥዦየዩዪያዬይዮደዱዲዳዴድዶጀጁጂጃጄጅጆገጉጊጋጌግጎጐ𞟸ጓ𞟹𞟺ጘጙጚጛጜጝጞጠጡጢጣጤጥጦጨጩጪጫጬጭጮጸጹጺጻጼጽጾፈፉፊፋፌፍፎᎈ𞟻ፏ𞟼ᎋፐፑፒፓፔፕፖᎌ𞟽ፗ𞟾ᎏ
shi	Latin	ABCDEFGHIJKLMNQRSTUWXYZƐƔḌḤṚṢṬŽabcdefghijklmnqrstuwxyzɛɣʷḍḥṛṣṭž
shk	Latin	AƐEIƆOØUWYBCDGHJKLMNŊPRTVÁÀÄÉÈËÍÌÏÓÖÚÙaɛeiɔoøuwybcdghjklmnŋprtváàäéèëíìïóöúù
shn	Burmese	ၵၶငၸသၺတထၼပၽၾမယရလဝႁဢ
shp	Latin	ABCEIJKLMNOPQRSTUWYabceijklmnopqrstuwy
shu	Arabic	يوهنملكقفغعظطضصشسزرذدخحجثتبای
shz	Latin	ABCDEFGHIJKLMNOPRSTUVWYZabcdefghijklmnoprstuvwyzŊŋƆƐƝɔɛɲ
sin	Sinhala	අආඇඈඉඊඋඌඍඎඑඒඓඔඕඖටඨඩඪණඬතථදධනඳපඵබභමඹයරලවළශෂසහෆ
sjd	Cyrillic	АӒБВГДЕЁЖЗҺИӢЙЈКЛӅМӍНӉӇОПРҎСТУӮФХЦЧШЪЫЬҌЭӬЮЯаӓбвгдеёжзһиӣйјклӆмӎнӊӈопрҏстуӯфхцчшъыьҍэӭюя
sje	Latin	ABDEFGHIJKLMNOPRSTUVÁÄÅĐŊŦabdefghijklmnoprstuváäåđŋŧʼ
sjt	Cyrillic	АӒБВГДЕЁЖЗҺИӢЙЈКЛӅМӍНӉӇОПРҎСТУӮФХЦЧШЪЫЬҌЭӬЮЯаӓбвгдеёжзһиӣйјклӆмӎнӊӈопрҏстуӯфхцчшъыьҍэӭюя
sju	Latin	ABDEFGHIJKLMNOPRSTUVYÁÄÅÏÖÜĐŊŦabdefghijklmnoprstuvyáäåïöüđŋŧ
sjw	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
skr	Arabic	ابٻپتٹثجڄچحخدڊڈݙذرڑزژسشصضطظعغفقکگڳلمنݨوہھءیےي
sld	Latin	ABƁCDEƐFGHIƖJKLMNŊOƆPRSTUƲVWYZabɓcdeɛfghiɩjklmnŋoɔprstuʋvwyzÁÉÍÓÚÃẼĨÕáéíóúãẽĩõ
slk	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÄÉÍÓÔÚÝČĎĹĽŇŔŠŤŽabcdefghijklmnopqrstuvwxyzáäéíóôúýčďĺľňŕšťž
slv	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÄÖÜĆČĐŠŽabcdefghijklmnopqrstuvwxyzäöüćčđšž
sma	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÄÅÆÏÖØabcdefghijklmnopqrstuvwxyzäåæïöø
sme	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÄÅÆÖØČĐŊŠŦŽabcdefghijklmnopqrstuvwxyzáäåæöøčđŋšŧž
smj	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÄÅÑÖŃabcdefghijklmnopqrstuvwxyzáäåñöń
smj	Latin	ABDEFGHIJKLMNOPRSTUVÁÄÅŊabdefghijklmnoprstuváäåŋ
smn	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÂÄÅÖČĐŊŠŽabcdefghijklmnopqrstuvwxyzáâäåöčđŋšž
smo	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĀĒĪŌŪabcdefghijklmnopqrstuvwxyzāēīōū
sms	Latin	ABCDEFGHIJKLMNOPQRSTUVXYZÂÄÅÖÕČĐŊŠŽǤǦǨǮƷabcdefghijklmnopqrstuvxyzâäåöõčđŋšžǥǧǩǯʒʹ
sna	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
snd	Devanagari	अआइईउऊऋएऐओऔकखगघङचछजझञटठडढणतथदधनपफबभमयरलळवशषसहॻॼॾॿ‌‍ऽ
snd	Arabic	ءأؤئابتثجحخدذرزسشصضطظعغفقلمنهوپچژکگیڄٺٽٿڀٻڙڍڊڏڌڇڃڦڻڱڳڪ
snf	Latin	ABCDEFGHIJKLMNOPRSTUWYabcdefghijklmnoprstuwyÉËÍÑÓÚéëíñóúŊŋƁƊƳƴɓɗʼ
snk	Latin	ABCDEFGHIJKLMNOPQRSTUWXYabcdefghijklmnopqrstuwxy'
snn	Latin	AÃBCDEËƐGHIĨƗJKMNÑOÕPRSTUŨWYZaãbcdeëɛghiĩɨjkmnñoõprstuũwyz'
som	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
sot	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÁÉÈĒŌÒŠabcdefghijklmnopqrstuvwxyzàáéèēōòš
