# Source: https://ldml.api.sil.org/langtags.json (SIL langtags dataset, public domain)
# Docs: https://github.com/silnrsi/langtags/blob/master/doc/langtags.md
iso639_3	iso639_3extra	names
aqp		Atakapa-Ishak;Ishak;Yukhiti
aqr		Ara
aqt		Enlhit;Kovalhvok;Koyaqteves
aqz		Akunsu;Akuntsun;Akuntsú;Akunt’su
ara		
ara	arb	Al-’Arabiyya;Arabic, Standard;Literary Arabic;árabe
arb		Arabic
ara		
arb		Arabic
arc		Imperial Aramaic (700-300 BCE)
arc		Imperial Aramaic (700-300 BCE)
arc		Imperial Aramaic (700-300 BCE)
arc		Imperial Aramaic (700-300 BCE)
arc		Imperial Aramaic (700-300 BCE)
arc		Imperial Aramaic (700-300 BCE)
ard		Arabunna
are		Aranda;Arrente;Arunta;Western Arrarnta
arh		Arauco;Arhuac;Aruac;Aruaco;Arwako;Auroguac;Bintucua;Bintuk;Bintukwa;Bíntuka;Bíntukua;Bítuncua;Ica;Ijca;Ijka;Ika;Ikan;Ike;Iku;Ikʉ
ari		Arikaree;Arikari;Arikaris;Ree;Ris;Sáhniš
arj		Arapaço;Araspaso;Koneá
ark		Aricapú;Mashubi;Maxubí
arl		Chiripuno;Chiripunu;Tapueyocaca;Tapueyocuaca;Tapweyokwaka
arn		Chileno;Chilidungun;Chilidúgu;Huilliche;Manzanero;Mapuche;Mapuche Dzungun;Mapuchedungun;Mapudungu;Maputongo;Mapuzungun;Pehuenche;Ranquel
aro		Cavina
arp		Arrapahoe;Hinónoʼeitíít
arq		Algerian;Algerian Arabic;Algerian Spoken Arabic;Darija;Darja;Dziria
arr		Arara Tupi;Arara-Karo;Arára;Arára de Rondonia;Arára do Jiparaná;Itogapuc;Itogapúk;Karo (Brazil);Ntogapid;Ntogapig;Ramarama;Uruku;Urukú;Urumi;Ytangá
ars		Bedawi;Najdi;Najdi Arabic;Najdi Spoken Arabic
aru		Arawá;Aruá (Amazonas State)
arv		
arw		Araguaco;Arahuaco;Arahuacos;Arawac;Arhwak;Arowak;Arrowukas;Aruaco;Aruak;Aruaqui;Arwuak;LokoJang;LokoJañ;Lokono;Lokono Dian;Luccumi
arx		Arouá;Arouén;Aruá (Rodonia State)
ary		Colloquial Arabic;Darija;Maghrebi Arabic;Maghribi;Moroccan Arabic;Moroccan Colloquial Arabic;Moroccan Dareja;Moroccan Darija;Moroccan Dereja;Moroccan Spoken Arabic;Árabe marroquí
arz		Egyptian Arabic;Egyptian Spoken Arabic;Lower Egypt Arabic;Massry;Modern Egyptian Language;Normal Egyptian Arabic
arz		Egyptian Arabic;Egyptian Spoken Arabic;Lower Egypt Arabic;Massry;Modern Egyptian Language;Normal Egyptian Arabic
asm		Asambe;Asami;Asamiya;Axomiya
asa		Ashu;Asu (Tanzania);Athu;Casu;Chasu;Chiasu;Kiathu;Kipare;Pare;Pare-Asu
asb		Assiniboin;Hohe;Nakhoda;Nakhona;Nakhota;Nakhóda;Nakhóna;Nakhóta;Nakoda;Nakoda Assiniboine;Nakon;Nakona;Nakota;Nakón iyábi
asc		As-amat;Asmat;Casuarina Coast Asmat;Kaweinag
ase		#A-S-L;ASL;Ameslan;Belize Sign Language;Belizean Sign Language;Benin ASL;Benin Sign Language;Burkina Faso ASL;Burkina Faso Sign Language;Cameroonian ASL;Central African Republic ASL;Congolese ASL;Francophone ASL;Gabonese Sign Language;Guyanese ASL;Haitian Sign Language;LSAF;LSAF Ivoirienne;LSCI;LSFA;LSH;Langue des signes Franco-Africaine;Langue des signes américaine;Langue des signes burkinabé;Langue des signes congolaise;Langue des signes de Côte d’Ivoire;Langue des signes de l’Afrique francophone;Langue des signes du Congo;Langue des signes d’Afrique francophone;Langue des signes franco-africaine;Langue des signes haïtienne;Langue des signes mossi;Liberian ASL;Malian ASL;Mauritanian ASL;Mossi Sign Language;SIGN AMERICA;Salvadoran ASL;Togo Sign Language
ase		#A-S-L;ASL;Ameslan;Belize Sign Language;Belizean Sign Language;Benin ASL;Benin Sign Language;Burkina Faso ASL;Burkina Faso Sign Language;Cameroonian ASL;Central African Republic ASL;Congolese ASL;Francophone ASL;Gabonese Sign Language;Guyanese ASL;Haitian Sign Language;LSAF;LSAF Ivoirienne;LSCI;LSFA;LSH;Langue des signes Franco-Africaine;Langue des signes américaine;Langue des signes burkinabé;Langue des signes congolaise;Langue des signes de Côte d’Ivoire;Langue des signes de l’Afrique francophone;Langue des signes du Congo;Langue des signes d’Afrique francophone;Langue des signes franco-africaine;Langue des signes haïtienne;Langue des signes mossi;Liberian ASL;Malian ASL;Mauritanian ASL;Mossi Sign Language;SIGN AMERICA;Salvadoran ASL;Togo Sign Language
asf		Australian Sign Language
asg		Agwara Kambari;Aschingini;Ashaganna;Ashingini;Chisingini;Kambari;Kamberchi;Kamberri;Tsishingini;Yauri
ash		Abigira;Abiquira;Abishira;Aewa;Agouisiri;Auishiri;Avirxiri;Aʔɨwa;Ixignor;Tekiraka;Tequiraca;Vacacocha
asi		Asianara;Asienara;Karufa;Madidwana;Sabakor;Sebakoor
asj		Akweto;Nsari;Pesaa;Saari;Sali
ask		Ashkund;Ashkuni;Ashkunu viri;Wamai;Wamayi
asl		
asn		Assurinikin;Assuriní;Asurini do Xingú;Asuriní de Koatinema;Awaeté;Awaté;Kuben-Kamrektí;Xingú Asuriní
aso		Asaro
asp		LSA;Langue des signes algérienne;Lghh alesharh aljza’er
asq		Carinthian Sign Language;KGS;OEGS;ÖGS;Österreichische Gebärdensprache
asr		Ashree;Assur;Asura;Maleta
ass		Assumbo;Asumbo;Badzumbo;Ipulo-Olulu;Wopulo
ast		Astur-Leonese;Asturian-Leonese;Asturianu;Asturleonese;Bable;Leonese;asturiano
asu		Akwawa;Akwawa-Asuriní;Akwaya;Assuriní;Asuriní;Asuriní do Tocantins;Asuriní do Trocará;Tocantins Asurini
asv		Asua;Asuae;Asuati
asw		Australian Aborigines Sign Language
asx		Asat;Maratayak;Mratayak;Murataik
asy		As-amat;Asmat;Yaosakor;Yaosakor Asmat
asz		
ata		Ata;Peleata;Uase;Uasi;Uasilau;Wasi
atb		Aci;Aji;Atshi;Atsi;Atsi-Maru;Atzi;Azi;Szi;Tsaiva;Tsaiwa;Xiaoshanhua;Zaiwâ;Zi
atb		Aci;Aji;Atshi;Atsi;Atsi-Maru;Atzi;Azi;Szi;Tsaiva;Tsaiwa;Xiaoshanhua;Zaiwâ;Zi
atc		Astahuaca;Atsahuaca-Yamiaca;Atsawaca;Atsawaka;Atsawaka-Yamiaka;Atswawaka
atd		Ata;Ata Manobo;Ata of Davao;Atao Manobo;Langilan;Minanobo
ate		Atemble;Atemple;Atemple-Apris
atg		
ati		-Atshe;-Atye”;Akie;Akye;Atche;Atie;Atshe
atj		Atihkamekw;Atikamek;Atikamekw Nehiromowin;Attikamek;Attimewk;Nehirowimowin;Tête de Boule
atk		Binisaya nga Inati;Inate;Inati;Inete;Inätä
atl		Agta;Inagta of Mt. Iraya;Itbeg Rugnot;Lake Buhi;Mt. Iraya Agta;Rugnot of Lake Buhi East
atm		Inata
atn		Ashtiyani;Astiani
ato		Atong (Cameroon);Etoh
atp		Pudtol Atta
atq		
atr		Atroahy;Atroahí;Atroarí;Atroaí;Atrowari;Atruahí;Kinja;Kinja Iara;Kinã;Ki’nya;Waimiri-Atroari
ats		Aane;Ahahnelin;Ahe;Ananin;Atsina;A’ananin;Fall Indians;Gros Ventres;White Clay People
att		Agay;Atta;Atta-Isigiran;Northern Cagayan Negrito;Pamplona Atta
atu		Atuot;Atwot;Thok Cieng Reel;Thok Reel;Thuɔk ë Rëël
atv		Northern Altai
atw		
atx		Anake;Aoaqui;Auakê;Auaqué;Awaikê;Awaké;Oewaku;Orotani;Uruak;Urutaní
aty		Aneiteum;Aneiteumese;Anejom;Anejom̃;Antas Anejom̃;Intas Anejom
atz		
aua		Asubuo;Asumbua;Asumuo
aub		Muji;Phula
auc		Huao;Huao Auca;Huaorani;Sabela;Wao;Wao Tededö;Wao Terero;Wao Tiriro;Waodäni;Waodäni Tededö;Waos;Waotededo
aud		Anutan;Te Taranga Pakaanuta;te taranga paka-Anuta
aug		Aguna-gbe;Agunaco;Agunagbe;Agunaný;Awuna
auh		Abaushi;Avaushi;Ba-Usi;Bahushi;Bahusi;Baoussi;Batushi;Ikyaushi;Ushi;Usi;Uzhil;Uzhili;Vouaousi;Wa-Usi;Waushi;Wauzhi
aui		Gabobora
auj		Aoudjila;Augila;Aujila;Awjila;Awjili
auj		Aoudjila;Augila;Aujila;Awjila;Awjili
auj		Aoudjila;Augila;Aujila;Awjila;Awjili
auk		Arima;Arinua;Arinwa;Heyo;Lolopani;Ruruhip;Wan Wan;Wanib
aul		Aulua Bay
aum		Abewa;Abeywa;Asu (Nigeria);Ebe
aun		Aunalei;Molmo;Molmo One;One;Onele;Oni
auo		
aup		Adulu;Atura;Aturu;Makaeyam;Tirio
auq		Koroernoes;Korur
aur		Djang
aut		Reo Tuhaa Pae;Tubuai-Rurutu
auu		Auwje;Piyaa
auw		Awje;Awji;Awye;Njao;Nyao
aux		Auré
auy		Auyana
auz		Arabic, Khorasan;Central Asian Arabic;Jugari;Jugari Arabic;Uzbeki Arabic;Uzbeki Spoken Arabic;Uzbekistan Arabic
ava		Avaric;Avaro;Bolmac;Dagestani;Khundzuri;Maarul Dagestani
avb		Awau
avd		
avi		Avekom;Brignan;Brinya;Gbanda;Kwakwa;Lahu
avk		
avl		Arabic, Levantine Bedawi;Eastern Egyptian Bedawi Arabic;Eastern Egyptian Bedawi Spoken Arabic;Levantine Bedawi Arabic;Levantine Bedawi Spoken Arabic
avm		Anggamudi;Ankamuti;Ngamiti;Nggamadi;Nggammadi;Ngkamadyi’
avn		Afatime;Si-yà;Sia;Sideme;Siya;Siyase
avo		Agavotocueng;Agavotokueng;Agavotoqueng
avs		Abijira;Auxira;Awshira;A’éwa;Vacacocha
avt		
avu		Abukeia;Avukaya;Ãvõkáyã
avv		Abá;Avá;Awana;Canoa;Canoe;Canoeiro;Canoeiros;Cara Preta;Carijó;Indios Negros
awa		Abadhi;Abadi;Abohi;Ambodhi;Avadhi;Baiswari;Dehati;Deshi;Gawnaru;Kojali;Kosali;Koseli
awa		Abadhi;Abadi;Abohi;Ambodhi;Avadhi;Baiswari;Dehati;Deshi;Gawnaru;Kojali;Kosali;Koseli
awb		Ahwa;Awa (Papua New Guinea);Mobuta
awc		Achipa;Acipa;Acipanci;Cipu;Tocipu;Western Acipa
awe		Arauine;Arauite;Auetí;Auetó;Auití;Autl;Awetö
awg		Angadimi;Angutimi;Ba:tyana;Batjana;Mbatyana;Ngerikudi;Nggerikudi;Nggirikudi;Nigger-Ikudi;Ra:kudi;Wimaranga;Wimarangga;Wimarango;Wimmarango;Yopngadi;Yupangathi;Yupangati;Yupnget;Yupun-Gatti;Yupungati;Yuupngati
awh		Kvolyab
awi		Aiwin;Akium;Awin;West Awin
awk		Awabagal;Awabakalkoba;Hunter River – Lake Macquarie
awm		Arawum
awn		
awo		Awok;Nìín Yěbù;Yěbù
awr		
aws		Jenimu;Oser;Siagha;Sjiagha;South Awyu;Syiagha;Yenimu
awt		Araueté;Arawine;Bïde
awu		Ajau;Auyu;Avio;Awju;Awya;Central Awyu;Nohon
awv		Jair Awyu;Kia River Awyu
aww		Auwon;Awon
awx		
awy		Edera Awyu;Jenimu;Oser;Siagha;Sjiagha;Syiagha;Yenimu
axb		Abipón
axe		Aroinga;Bulamu;Bulanja;Bulanu;Jarionga;Jaroinga;Jurangka;Manda;Pulanja;Yaringa;Yaroinga;Yarroinga;Yarrowin;Yorrawinga;Yorrowinga;Yuruwinga
axg		Arara;Arara do Aripuanã;Arara do Beiradão;Arara do Rio Branco;Koaia;Koaiá;Koayá;Mato Grosso Arára
axk		Aka;Beka;Beká;Mòáka;Nyoyaka;Pygmée de Mongoumba;Pygmée de la Lobaye;Pygmées de la Sanghas;Yaka (Central African Republic);Yaâkâ
axl		Aldolanga;Aldolinga;Alitera;Aranda;Aranta;Arinta;Arranda;Arrinda;Arrundta;Arrunta;Arunda;Arunndta;Arunta;Arunta Bu;Arunta Ulpma;Eastern Aranda;Lower Aranda;Lower Southern Aranda;Pertame;Southern Aranda;Western Aranda
axm		
axx		Aragure;Borendy;Borindi;Haragure;Naa Xaragure;Thio;Xaragure;’Aragure
aym	ayr	Aimara;Aymar;Aymar aru;Aymara, Central
aya		
ayb		Ayizo;Ayizo Gbe;Ayizo-Gbe;Ayizogbe;Ayizɔ;Ayizɔ-Ko;Ayizɔ-Kogbe;Ayzo
ayc		Aymar;Aymar aru;Southern Aymara
ayd		Abadja;Ai ebadu;Aiabadu;Aiyabotho;Aiyaboto;Ajabadha;Ajabatha;Ajibyrdu;Apatya;Ayapathu;Badja;Baldya;Balfja;Jabuda;Kikahiabilo;Koka Ai-ebadu;Koka-aiebadu;Koko Aiebadu;Koko-Badja;Koko-Baldya;Koko-Baltjayiahjaba
aye		Ayere;Iluwu;Mayin nuwu;Uwu
ayg		Agnagan;Anyanga;Genyanga
ayh		Hadhrami Arabic;Hadrami;Hadrami Arabic;Hadrami Spoken Arabic;Hadromi
ayi		Asiga;Assiga;Ayiga;Ayigha;Yigha
ayk		Akhukhu
ayl		Arabic, Western Egyptian Bedawi;Bedawi;Libyan Arabic;Libyan Spoken Arabic;Libyan Vernacular Arabic;Maghrebi Arabic;Sulaimitian Arabic;Western Egyptian Bedawi Spoken Arabic
ayn		Northern Yemeni Arabic;Sanaani Arabic;Sanaani Spoken Arabic
ayo		Ayoeo;Ayoré;Ayoweo;Coroino;Garaygosode;Guarañoca;Guidaigosode;Koroino;Moro;Morotoco;Poturero;Pyeta;Pyeta Yovai;Pyta Jovai;Samococio;Takrat;Totobiegosode;Yanaigua;Yovai;Zamuco
ayp		Maslawi;Mesopotamian Qeltu Arabic;Moslawi;North Mesopotamian Arabic;North Mesopotamian Spoken Arabic;Syro-Mesopotamian Arabic;Syro-Mesopotamian Vernacular Arabic
ayq		Ayi (Papua New Guinea)
ays		Sorsogon Ayta
ayt		Bataan Ayta;Bataan Sambal;Magbikin;Magbukun;Magbukun Ayta;Mariveles Ayta;Mariveleño
ayu		Aya
ayy		
ayz		Ajamaru;Atinjo;Ayamaru;Brat;Maibrat;Maite;Majbrat;Maybrat;Mey Brat
aze	azj	Azerbaijan;Azerbaijani, North;Azerbaydzhani;Azeri;Azeri Turk;Azərbaycan dili;Azərbaycanca;Turkler
aze	azj	Azerbaijan;Azerbaijani, North;Azerbaydzhani;Azeri;Azeri Turk;Azərbaycan dili;Azərbaycanca;Turkler
aze		
aze	azj	Azerbaijan;Azerbaijani, North;Azerbaydzhani;Azeri;Azeri Turk;Azərbaycan dili;Azərbaycanca;Turkler
aze	azj	Azerbaijan;Azerbaijani, North;Azerbaydzhani;Azeri;Azeri Turk;Azərbaycan dili;Azərbaycanca;Turkler
aza		Aji;Ajiwa;Azan;A’ndze;A’ntsaozo;Black Phula;Cowtail Phula;Golden Phula;Han Phula;Hei Phula;Hua Phula;Hua Yi;Jin Phula;Nimitso;Niuweiba Phula;Phula;Phuphje;Shaoji Phula;Sifter Basket Phula
azb		Azeri;Azəricə;Iraqi Turkic;Iraqi Turkmen;South Azerbaijani;Turk;Turkmen;Turkomen;Türki;Türkmanja
azb		Azeri;Azəricə;Iraqi Turkic;Iraqi Turkmen;South Azerbaijani;Turk;Turkmen;Turkomen;Türki;Türkmanja
azb		Azeri;Azəricə;Iraqi Turkic;Iraqi Turkmen;South Azerbaijani;Turk;Turkmen;Turkomen;Türki;Türkmanja
azd		Eastern Durango Aztec;Eastern Durango Nahuatl;Meshikan de San Pedro Shikora;Meshikan del Este;Mexicanero del Este;Nahuat del Este de Durango
azg		Amuzgo Alto del Este;Amuzgo de Oaxaca;Amuzgo de San Pedro Amuzgos;Jnꞌoon;Jñon’ndaa;Oaxaca Amuzgo;San Pedro Amuzgos Amuzgo;Ñonda
azm		Amuzgo Bajo del Este;Ipalapa Amuzgo;Jñunda;Ts’unuma
azn		Meshikan de San Agustin Buenaventura y de Santa Cruz;Meshikan del occidente;Mexicanero del occidente;Nahuat del Occidente en Durango y Nayarit;Western Durango Aztec;Western Durango Nahuatl
azo		Atembuluwe;Atembwә’wi;Awi;Bambuluwe;Mbwe’wi;Mbí̵ɨwiŋə;Mbɨ̂wiŋə
azt		Faire Atta;Southern Atta
azz		Highland Puebla Nahuatl;Mejicano;Mejicano de Zacapoaxtla;Mexicano;Mexicano tlajtol;Nahuatlahtolli;Nauta;Náhuatl de la Sierra Noreste de Puebla;Náhuatl de la Sierra de Puebla;Sierra Aztec;Sierra Puebla Náhuatl;Sierra de Zacapoaxtla Nahuatl;Zacapoaxtla Náhuat
bak		Bashkir;Bashqort;Basquort
bak		Bashkir;Bashqort;Basquort
baa		Bambatana;Central-Eastern Choiseul;East Choiseul;Mbambatana
bab		Bagnoun;Bainounk-Gujaher;Bainuk;Banhum;Banhun;Banyuk;Banyum;Banyun;Banyung;Elomay;Elunay;Guñuun;Gújááhár
bac		Badui;Bahasa Sunda;Gajebo
bae		Arihini;Balé;Barauana;Barauna;Barawana;Cunipusana;Ihini;Maldavaca;Mitua;Yavita
baf		Baca;Bongo;Nu Baca;Southern Yambassa;Yambassa
bag		Baki;Batchenga;Betsinga;Betzinga;Ki;Oki;Osa Nanga;Sanaga;Tukí
bah		Bahamas Creole English;Bahamian Dialect;Bahamian English Creole
baj		Gwerka;Leler Gwerka;Workai
bal	bcc	Balochi, Southern;Baloci;Baluci;Balóchi;Makrani
bal	bcc	Balochi, Southern;Baloci;Baluci;Balóchi;Makrani
ban		Balinese;Basa Bali
ban		Balinese;Basa Bali
ban		Balinese;Basa Bali
bao		Barasano;Barasano del Norte;Barazana;Bará-Tuyuka;Northern Barasano;Waimaja;Waimajã;Waimasa;Waymasa;Waípinõmakã
bap		An Yüng;Bantaba;Bantawa Dum;Bantawa Rai;Bantawa Yong;Bantawa Yüng;Bontawa;Kirat Khambu;Kirat Khambu Rai;Kirawa Yüng;Rai
bap		An Yüng;Bantaba;Bantawa Dum;Bantawa Rai;Bantawa Yong;Bantawa Yüng;Bontawa;Kirat Khambu;Kirat Khambu Rai;Kirawa Yüng;Rai
bar		Bairisch;Bavarian Austrian;Bayerisch;Boarisch;Ost-Oberdeutsch
bas		Basa;Basa (Cameroon);Bassa;Bicek;Bikyek;Bisaa;Hɔp ɓasàa;Mbele;Mee;Mvele;Northern Mbene;Tupen;Ɓasàa
bau		Bada (Nigeria);Badanchi;Badawa;Bada’;Bat;Garaka;Jar;Jarawan Kogi;Kanna;Mbada;Mbadawa;Plains Jarawa;River Jarawa
bav		Babungo;Ghang Vengo;Ghaŋ Vəŋoo;Nge;Ngo;Nguu;Ngwa;Pengo;Vengi;Vengoo
baw		Bambili
bax		Bamoum;Bamoun;Bamum;Shupamem;Shüpamom
bax		Bamoum;Bamoun;Bamum;Shupamem;Shüpamom
bay		Batuley;Gwataley;Gwatle;Watulai
bba		Baatombu;Baatonu;Baatonun;Baatonun-Kwara;Baatɔnum;Barba;Barganchi;Bargawa;Bargu;Bariba;Baruba;Batonnum;Batonu;Berba;Bogung;Borgawa;Borgu;Burgu;Zana;baatɔnum
bbb		
bbc		Batta;Toba Batak
bbc		Batta;Toba Batak
bbd		Bau;Efu;Leh;Muag;Udun
bbe		Abangba
bbf		
bbg		Bavarama;Ghibarama;Gibarama;Givarama;Varama;Yibarambu
bbh		Bengan;Ben’gan Yu;Bogan;Bugeng;Hualo;Hualuo;Huazu;Pakan;Pukan;Pukeng;Puqeng
bbi		Balombi;Barumbi;Lambi;Lombe;Lombi;Rambi;Rombi
bbj		Baloum;Bamileke-Bandjoun;Bandjoun;Banjoun-Baham;Banjun;Batie;Ghomálá';Mahum;Mandju;ghᴐmala’
bbk		Finge;Gaʼa Kedjom;Gaʼa-Kejom;Kedjom;Kejeng;Kejom;Kidzem;Kidzom;Nga-Kejom
bbl		Bac;Batsaw;Batsba;Batsbi;Batsbiitsy;Batsi;Tsova-Tush;Tushin
bbm		Bango;Mobango;Southwest Bwa
bbn		Bali;Bali-Vitu;Unea
bbo		Black Bobo;Bobo;Bobo Da;Bobo Fi;Bobo Madaré;Boboda;Konakuma;Kʋnabɩrɩ;Northern Bobo Madaré
bbp		Golo;West Central Banda
bbq		Bamali;Chɔpəchɔp;Ngoobechop
bbr		Bagasin;Begasin;Begesin;Ämän
bbs		Bakpinka;Begbungba;Iyoniyong;Uwet
bbt		Barke;Barko;Burkanci;Burkawa;Mburku;Virang;Vram;Vә Mvәran;Wuufu
bbu		Bakuli;Bakulu;Bakulung;Bambur;Kukulung;Kulu;Kulung (Nigeria);Kuluno;Wo;Wurkum
bbv		
bbw		Baba;Baba I;Bapa;Bapakum;Papia;Papiak;Papiakum;Supapyag;Supapyak’;Súpǎpyāˀ
bbx		Bobe;Bobea;Bota;Ewota;Wovea;Woweta;Wuvia
bby		Beba-Befang;Biba-Bifang;Bifang;Menchum
bbz		
bca		Baip‧ngvp‧zix;Baizu;Báiyǔ;Central Bai;Labbu;Minchia;Minjia;Minkia;Nama;Pai;Yunnan Bai
bca		Baip‧ngvp‧zix;Baizu;Báiyǔ;Central Bai;Labbu;Minchia;Minjia;Minkia;Nama;Pai;Yunnan Bai
bcb		
bcd		North Babar
bce		Bamenyam;Bamenyan;Mamenyan;Məŋgambo;Pamenyan
bcf		Bamu Kiwai;Bamu Owera;Kiwai
bcg	bgm	Baga;Baga Binari;Baga Mboteni;Baga Poukour;Baga de Binari;Baka;Barka;Binari;Binari-Kouffin;Bohere;Era;Kaloum;Kalum;Mborin;Mboténi;Poukour;Pukur
bch		
bci		Baoule;Baule;Baule-Ando;Bawolɛ;Bawule;Wawle
bcj		Baadi;Baardi;Badi;Bard
bck		Booneba;Bunaba;Bunapa;Kunamba;Punamba;Punapa;Punuba
bcm		Banoni;Tsunari
bcn		Abaali;Bali (Nigeria);Bibaali;Ekpali;Ibaali;Maya
bco		Bosavi
bcp		Baali;Bali (Democratic Republic of Congo);Dhibalí;Dibali;Kibaali;Kibala;Kibali;Libaali;Southeast Bwa
bcq		
bcq		
bcr		Babine Carrier;Lake Babine;Nadot’en;Nat’oot’en;Nedut’en;Northern Carrier
bcs		Bahumono;Bhahumono;Ediba;Ekumuru;Humono;Kohumono;Ohumono
bct		Mabendi;Mabeni
bcu		Awad Gey;Biliau;Bing;Samang;Sengam
bcv		Bakula
bcw		Baza;Ka-Bana;Koma;Mizeran;Parole des Bana;kwəma ka bana
bcy		Abacama;Bacama-Bwatiye;Bachama;Bashama;Bashamma;Besema;Bwaatye;Bwareba;Bwatiye;Gboare;Kwa Bware;Kwaa–Ɓwaare;Ɓwaaitye;Ɓwaare
bcz		Bagnoun;Bainuk;Banhum;Banyuk;Banyum;Banyun;Banyung;Elomay;Elunay;Guñuun Ñuñ
bda		Baiot;Baiote;Bayoot;Bayote;Bayotte;Jola Bayote;Jola-Bayoti;Kugere-Kuxinge
bdb		Basap Ahe;Bosap
bdc		Baudó;Catrú;Embena;Embera;Embera Bedea Baudó;Emberá-Baudó;Epena
bdd		Kelelegeia
bde		Badanci;Bedde;Bede;Gabaden;Gidgid
bdf		
bdg		Bangay;Uubm Bonggi
bdh		Baka (South Sudan);Tara Baaka;Tara Baká
bdi		Borun;Cai;Kurmuk;Lange;Northern Burun
bdj		Bai (South Sudan);Bari
bdk		Budug;Budugi;Buduk;Budux;Bukukhi
bdl		Badjaw;Badjo;Bajao;Bajau;Bajo;Bayo;Baʔong Sama;Gaj;Indonesian Bajau;Indonesian Bajaw;Orang Laut;Sama;Taurije’ne’
bdm		Boudouma;Yadena;Yedana;Yedima;Yedina;Yedǝnami;Yidana;Yidena
bdn		Baldamu;Baldare;Mbazla
bdo		Bernde;Tar Murba
bdp		Babende;Bhabhēnde;Kibende;Sibhēnde;Si’bende
bdq		Ba Na
bdr		Bajau;Bajau Sama;Land Bajaw;Sama;West Coast Bajao;West Coast Bajau;West Coast Bajaw
bds		Bulunge;Burunga Iso;Burungaisoo;Burungee;Burungi;Kiburunge;Mbulungi;Mbulungwe
bdt		Bhokoto;Bogodo;Bogoto;Bokodo;Bokoto;Bokpoto;Gbäyä-Bogoto;Gbāyā ɓòkòtò;Ɓòkòtò
bdu		Bakundu-Balue;Oroko-East;Oroko-West
bdv		Bodo Paraja;Harja;Jhaliya;Jharia;Jhodia Parja;Parajhi;Parja;Parjhi;Parji;Paroja;Poroja;Sodia Parja
bdw		Bahaam;Mbahaam maaq;Patimuni
bdx		Bubudong;Tangkou;To Budo-Budo;Tongkou
bdy		Bandjelang;Bogganger;Bundala;Bundjalung;Middle Clarence Bandjalang
bdz		Badakhshi
bel		Belarusan;Belorussian;Bielorussian;Byelorussian;White Russian;White Ruthenian
bel		Belarusan;Belorussian;Bielorussian;Byelorussian;White Russian;White Ruthenian
bel		Belarusan;Belorussian;Bielorussian;Byelorussian;White Russian;White Ruthenian
bel		Belarusan;Belorussian;Bielorussian;Byelorussian;White Russian;White Ruthenian
bea		Castor;Dane-zaa;Dane-zaa Záágé;Dane-Ẕaa;Danezaa;Dunne-za;Dunneza
bea		Castor;Dane-zaa;Dane-zaa Záágé;Dane-Ẕaa;Danezaa;Dunne-za;Dunneza
beb		Bamvele;Bembele
bec		Iceve;Icheve;Utse;Utser;Utseu
bed		
bee		Bhotia;Byangkho Lwo;Byangkhopa;Byanshi;Byansi;Byasi;Jaba;Rang;Rang Lo;Sauka;Saukas;Shauka;Shaukas
bef		Bena;Bena Bena;Holupaga;Holupaka
beg		Balait Jati;Lemeting;Metting;Tau’ kitah
beh		Berba;Bialaba;Bieri;Bjerb;Bjeri;Burba;byali
bei		Bakati Nyam;Bakati Riok;Bakatik Dayak;Bakatiq;Bekati;Bekati';Riuk Bakati’
bej		Bedawi;Bedawiye;Bedawye;Bedja;Bedwi;Bedya;Bedàwie;Beja;Beḍauye;Bidhaaweet;Bidhaawyeet;Biďaːwyéːt;Lobat;Tibďaːwyě;To Bedawiat;To Bedawie;Tu Bdhaawi;Tu-Bedawie;Tubdhaawi
bej		Bedawi;Bedawiye;Bedawye;Bedja;Bedwi;Bedya;Bedàwie;Beja;Beḍauye;Bidhaaweet;Bidhaawyeet;Biďaːwyéːt;Lobat;Tibďaːwyě;To Bedawiat;To Bedawie;Tu Bdhaawi;Tu-Bedawie;Tubdhaawi
bek		Banaule;Beli;Benaule;Kapore;Yangura
bem	bmy	Bemba (Zambia);Chibemba;Chiwemba;Cibemba;Ichibemba;IciBemba;Wemba
bem		Bemba (Zambia);Chibemba;Chiwemba;Cibemba;Ichibemba;IciBemba;Wemba
beo		Beami;Bedamini;Biami;Mougulu;Piame
bep		Ako;Besoa;básá Behóá
beq		Bembe;Kibeembe
bes		Beseme;Besemme;Bodor;Hounar;Huner;’Unar
bet		Bhete;Central Bété;Guiberoua Béte;Western Bété;ʼbhɛtegbooʼmë;ʼbhɛtɩgbʋ ʼmö;ʼbhɛtɩgbʋʋ ʼmö
beu		Belagar;Pi abaŋ hur;Tarang
bev		Bhete;Daloa Bété;Daloua Bété;Northern Bété;“Bhɛtɩ Gbʋ
bew		Anak Betawi;Batavi;Batavian;Batawi;Betawi Malay;Jakarta Malay;Melayu Betawi;Melayu Jakarte;Orang Betawi
bex		Jur;Jur Mödö;Mödö
bex		Jur;Jur Mödö;Mödö
bey		Akuwagel;Beli (Papua New Guinea);Makarim;Mukili
bez		Bena (Tanzania);EkiBene;Ekibena;Ikibena;Kibena;ekiBena
bfa		
bfa		
bfb		Barel Pauri;Bareli;Barewali;Barli;Pauri Bareli
bfc		Bijiang Bai;Lan-Bi Bai;Le-me;Leme;Lemei;Lemo;Lushui;Northern Bai;Pa-ni;Panyi;Panyi Bai
