Language Code	Glottocode	Display Name	Endonym	Modality	Biggest Script	Ethnologue Vitality 2013	Ethnologue Vitality 2025	Eth Digital Support	Adjusted Populaiton	Population	Parent Language	Parent Glottocode	Recommendation	Recommendation Reason
ahk	akha1245	Akha			Latn	Wider Communication	Institutional	Ascending	0	447,000		akha1246	Yes	
zap	zapo1437	Zapotec			Latn				0	446,282		zapo1436	Yes	
lob	lobi1245	Lobi			Latn	Developing	Stable	Emerging	0	442,000		lobi1246	Yes	
ziw	zigu1244	Zigula			Latn	Vigorous	Endangered	Ascending	0	442,000		zigu1243	Yes	
srb	sora1254	Sora			Sora	Developing	Stable	Emerging	0	439,684		sora1256	Yes	
nyu	nyun1248	Nyungwe			Latn	Wider Communication	Institutional	Ascending	0	439,000		sena1270	Yes	
sng	sang1331	Sanga (DRC)			Latn	Developing	Stable	Emerging	0	431,000		kaon1242	Yes	
cbk	chav1241	Chavacano	Chavacano	Spoken & Written	Latn	Educational	Endangered	Ascending	0	430,202		tern1253	Yes	
kff	koya1251	Koya			Latn	Developing	Stable	Ascending	0	426,242		hill1257	Yes	
mls	nucl1440	Masalit			Latn	Vigorous	Stable	Emerging	0	425,000		masa1301	Yes	
kuj	kuri1259	Kuria			Latn	Developing	Stable	Ascending	0	424,000		kuri1276	Yes	
ble	bala1301	Balanta-Kentohe			Latn	Developing	Endangered	Emerging	0	423,000		bala1300	Yes	
iso	isok1239	Isoko			Latn	Developing	Stable	Ascending	0	423,000		sout2805	Yes	
njz	nyis1236	Nyishi			Latn	Developing	Stable	Ascending	0	420,115		suba1255	Yes	
bax	bamu1253	Bamun	Shüpamom		Bamu	Wider Communication	Institutional	Ascending	0	420,000		mbam1253	Yes	
pem	phen1239	Phende			Latn	Vigorous	Stable	Emerging	0	420,000		phee1234	Yes	
kdt	kuyy1240	Kuy			Thai	Threatened	Endangered	Ascending	0	417,500		kuys1235	Yes	
kex	kukn1238	Kukna			Deva	Wider Communication	Institutional	Emerging	0	416,787		book1242	Yes	
ybb	yemb1246	Yemba			Latn	Developing	Stable	Ascending	0	416,000		bamb1272	Yes	
rof	romb1244	Rombo	Kihorombo		Latn	Vigorous	Stable	Ascending	0	413,000		chag1250	Yes	
ctd	tedi1235	Tedim Chin			Pauc	Developing	Stable	Ascending	0	411,000		thad1239	Yes	
mne	naba1253	Naba			Latn	Vigorous	Stable	Emerging	0	410,000		naba1258	Yes	
nhe	east2538	Eastern Huasteca Nahuatl			Latn	Developing	Stable	Ascending	0	410,000		huas1257	Yes	
lyn	luya1241	Luyana			Latn	Educational	Stable	Emerging	0	409,500		east2747	Yes	
gwr	gwer1238	Gwere			Latn	Developing	Institutional	Ascending	0	409,000		nort3220	Yes	
fan	fang1246	Fang (Equatorial Guinea)	Fang		Latn	Wider Communication	Institutional	Emerging	0	406,703		yaun1239	Yes	
srn	sran1240	Sranan Tongo	Sranang Tongo	Spoken & Written	Latn	Wider Communication	Institutional	Ascending	0	406,590		sran1241	Yes	
ltz	luxe1241	Luxembourgish	Lëtzebuergesch	Spoken & Written	Latn	Educational	Institutional	Vital	0	406,371		midd1319	Yes	
cdg	cham1329	Chamari				Vigorous			0	406,000		book1242	Probably not	Declared Non-existent from ISO but some sources attest it
ruf	lugu1238	Luguru			Latn	Vigorous	Endangered	Ascending	0	404,000		east2756	Yes	
kum	kumy1244	Kumyk	Къумукъ		Cyrl	Developing	Stable	Ascending	0	400,746		kauk1241	Yes	
anc	ngas1240	Ngas			Latn	Vigorous	Stable	Ascending	0	400,000		west2717	Yes	
bfs	sout2730	Southern Bai			Latn	Vigorous	Stable	Still	0	400,000		sout3254	Yes	
flr	fuli1240	Fuliiru			Latn	Developing	Stable	Ascending	0	400,000		fuli1242	Yes	
fmu	farw1235	Far Western Muria			Deva	Vigorous	Stable	Emerging	0	400,000		east2880	Yes	
kmw	komo1260	Komo (DRC)			Latn	Vigorous	Endangered	Ascending	0	400,000		bila1258	Yes	
lea	lega1249	Lega-Shabunda			Latn	Developing	Stable	Emerging	0	400,000		west2869	Yes	
lol	mong1338	Mongo			Latn	Developing	Stable	Emerging	0	400,000		lomo1242	Yes	
mut	west2408	Western Muria			Deva	Vigorous	Stable	Emerging	0	400,000		muri1262	Yes	
mxg	mban1264	Mbangala			Latn	Developing	Stable	Emerging	0	400,000		phee1234	Yes	
mzm	nucl1240	Mumuye			Latn	Developing	Stable	Ascending	0	400,000		mumu1250	Yes	
nhw	west2624	Nahuatl			Latn	Developing	Stable	Ascending	0	400,000		huas1257	Yes	
ort	adiv1239	Adivasi Oriya			Telu	Developing	Stable	Emerging	0	400,000		macr1269	Yes	
rmq	calo1236	Caló	caló		Latn	Developing	Stable	Ascending	0	400,000		roma1329	Yes	
tvn	tavo1242	Tavoyan			Mymr	Vigorous	Stable	Emerging	0	400,000		nucl1811	Yes	
ady	adyg1241	Adyghe	адыгэбзэ	Spoken & Written	Cyrl	Provincial	Stable	Ascending	0	398,130		circ1239	Yes	
dav	tait1250	Taita	Kitaita		Latn	Developing	Stable	Ascending	0	397,000		tait1249	Yes	
dug	duru1249	Duruma			Latn	Developing	Institutional	Ascending	0	397,000		nort3232	Yes	
dyo	jola1263	Jola-Fonyi	kujóolay		Latn	Educational	Stable	Ascending	0	397,000		jola1264	Yes	
crh	crim1257	Crimean Tatar	Къырым Татар	Spoken & Written	Cyrl	Educational	Stable	Ascending	0	396,827		crim1259	Yes	
lif	limb1266	Limbu	ᤛᤡᤖᤡᤈᤨᤅ		Limb	Developing	Institutional	Ascending	0	394,483		grea1285	Yes	
dgi	nort2780	Northern Dagara			Latn	Developing	Stable	Ascending	0	388,000		nort3237	Yes	
vav	varl1238	Varli			Deva	Developing	Stable	Emerging	0	387,481		mode1268	Yes	
bto	irig1242	Rinconada Bikol			Latn	Vigorous	Stable	Ascending	0	385,000	bik	inla1266	Possibly	But probably want to use macrolanguage
mwe	mwer1248	Mwera (Chimwera)			Latn	Vigorous	Stable	Emerging	0	385,000		yaoi1234	Yes	
gvr	guru1261	Western Gurung			Deva	Threatened	Endangered	Ascending	0	384,772		guru1260	Yes	
now	nyam1277	Nyambo			Latn	Vigorous	Stable	Emerging	0	381,000		sout3202	Yes	
tdg	west2415	Western Tamang			Deva	Developing	Stable	Ascending	0	380,000		nucl1729	Yes	
ycl	lolo1259	Lolopo			Latn	Vigorous	Stable	Emerging	0	380,000		lipo1243	Yes	
hif	fiji1242	Fiji Hindi	Fiji Baat	Spoken & Written	Latn	Wider Communication	Institutional	Ascending	0	379,773		hind1270	Yes	
ccp	chak1266	Chakma	𑄌𑄋𑄴𑄟𑄳𑄦		Cakm	Developing	Institutional	Ascending	0	378,282		sout3182	Yes	
sah	yaku1245	Yakut	Саха	Spoken & Written	Cyrl	Provincial	Institutional	Ascending	0	377,722		nort2688	Yes	
toh	gito1238	Gitonga			Latn	Developing	Stable	Ascending	0	375,000		chop1242	Yes	
tks	take1255	Takestani			Arab	Shifting	Endangered	Emerging	0	374,000		rama1272	Yes	
dzo	dzon1239	Dzongkha	རྫོང་ཁ་	Spoken & Written	Tibt	National	Institutional	Ascending	0	371,207		nucl1307	Yes	
lag	lang1320	Langi	Kɨlaangi		Latn	Vigorous	Stable	Ascending	0	371,000		mbug1243	Yes	
bgx	balk1254	Balkan Gagauz Turkish			Grek	Shifting	Endangered	Ascending	0	370,000		west2406	Yes	
mji	kimm1245	Kim Mun			Latn	Vigorous	Stable	Still	0	370,000		mien1243	Yes	
zlq	liuq1235	Liuqian Zhuang			Hani	Vigorous	Endangered	Still	0	370,000	zha	hong1247	Possibly	But probably want to use macrolanguage
fij	fiji1243	Fijian	vosa Vakaviti	Spoken & Written	Latn	Educational	Institutional	Ascending	0	368,768		viwa1234	Yes	
jit	jita1239	Jita			Latn	Vigorous	Stable	Ascending	0	365,000		sugu1245	Yes	
mrd	west2418	Western Magar			Deva	Threatened	Endangered	Emerging	0	363,982		maga1261	Yes	
gof	gofa1235	Gofa			Ethi	Educational	Institutional	Ascending	0	363,000		dawr1235	Yes	
dar	darg1241	Dargwa	дарган		Cyrl	Educational	Stable	Ascending	0	362,156		darg1242	Yes	
old	moch1256	Mochi			Latn	Vigorous	Stable	Emerging	0	362,000		cent2286	Yes	
suw	sumb1240	Sumbwa			Latn	Vigorous	Stable	Emerging	0	361,000		suku1274	Yes	
adh	adho1243	Adhola			Latn	Developing	Stable	Ascending	0	360,000		adho1242	Yes	
hsh	hung1263	Hungarian Sign Language		Sign	Zxxx	Vigorous	Stable	Emerging	0	360,000		nucl1839	Yes	
acf	sain1246	Saint Lucian Creole French	kwéyòl		Latn	Developing	Stable	Ascending	0	359,450		less1242	Yes	
bap	bant1281	Bantawa			Deva	Threatened	Endangered	Ascending	0	358,737		bant1280	Yes	
zmz	mban1263	Mbandja			Latn	Developing	Stable	Emerging	0	352,000		nucl1797	Yes	
isl	icel1247	Icelandic	Íslenska	Spoken & Written	Latn	National	Institutional	Vital	0	351,293		icel1246	Yes	
bbj	ghom1247	Ghomálá'	Ghɔmálá’		Latn	Developing	Stable	Ascending	0	350,000		east2862	Yes	
gby	gbar1246	Gbari			Latn	Vigorous	Stable	Emerging	0	350,000		gbag1256	Yes	
hmq	east2370	Eastern Qiandong Miao			Bopo	Vigorous	Stable	Still	0	350,000	hmn	east2910	Possibly	But probably want to use macrolanguage
lew	ledo1238	Ledo Kaili			Latn	Wider Communication	Institutional	Ascending	0	350,000		comm1248	Yes	
mkn	kupa1239	Kupang Malay			Latn	Wider Communication	Institutional	Ascending	0	350,000		east2743	Yes	
rej	reja1240	Rejang	Miling Hêjang		Latn	Vigorous	Stable	Ascending	0	350,000		mala1545	Yes	
spp	supy1237	Supyire Senoufo			Latn	Educational	Stable	Ascending	0	350,000		supy1238	Yes	
mev	mann1248	Mano			Latn	Developing	Stable	Ascending	0	346,303		guro1245	Yes	
khb	luuu1242	Lü			Talu	Provincial	Institutional	Ascending	0	345,600		luey1235	Yes	
xmf	ming1252	Mingrelian	მარგალური	Spoken & Written	Geor	Vigorous	Stable	Ascending	0	344,584		zann1245	Yes	
nuj	nyol1238	Nyole			Latn	Developing	Stable	Ascending	0	341,000		saam1286	Yes	
mfb	bang1365	Bangka	bahasa Bangka		Latn	Vigorous	Endangered	Emerging	0	340,000	msa	bang1370	Possibly	But probably want to use macrolanguage
rob	taee1237	Tae'	bahasa Tae'		Latn		Stable	Emerging	0	340,000		tora1260	Yes	
xki	keny1241	Kenyan Sign Language		Sign	Zxxx	Developing	Stable	Emerging	0	340,000		deaf1237	Yes	
rom	roma1329	Romany	Romani chib		Latn				0	338,917		indo1322	Yes	
kki	kagu1239	Kagulu			Latn	Developing	Stable	Emerging	0	337,000		ruvu1235	Yes	
pko	poko1263	Pökoot			Latn	Developing	Stable	Ascending	0	336,000	kln	nort3239	Possibly	But probably want to use macrolanguage
qwh	huay1240	Huaylas Ancash Quechua			Latn	Developing	Endangered	Ascending	0	336,000	que	huay1239	Possibly	But probably want to use macrolanguage
lia	west2450	West-Central Limba			Latn	Developing	Institutional	Ascending	0	335,000		limb1267	Yes	
bgw	bhat1265	Bhatri			Deva	Wider Communication	Institutional	Emerging	0	334,258		halb1246	Yes	
nse	nsen1242	Nsenga			Latn	Developing	Stable	Emerging	0	333,808		sabi1248	Yes	
inh	ingu1240	Ingush	гӏалгӏай	Spoken & Written	Cyrl	Educational	Stable	Ascending	0	333,151		chec1244	Yes	
khw	khow1242	Khowar	کھووار		Arab	Wider Communication	Institutional	Ascending	0	332,200		indo1321	Yes	
lbw	tola1247	Tolaki	bahasa Laki		Latn	Threatened	Endangered	Emerging	0	331,000		west2567	Yes	
xmv	anta1255	Tankarana Malagasy	antankarana		Latn	Vigorous	Stable	Emerging	0	330,000	mlg	nort3207	Possibly	But probably want to use macrolanguage
fue	borg1235	Borgu Fulfulde			Latn	Developing	Stable	Emerging	0	328,200	ful	fula1264	Possibly	But probably want to use macrolanguage
kqs	nort2765	Northern Kissi			Latn	Educational	Stable	Ascending	0	327,000		kiss1245	Yes	
prp	pars1251	Parsi			Gujr	Vigorous			0	326,000	guj	book1242	No	ISO merged this into gu
pwr	powa1246	Powari			Deva	Threatened	Endangered	Emerging	0	325,772		east2726	Yes	
pbv	pnar1238	Pnar	Pnar		Latn	Vigorous	Stable	Still	0	323,324		khas1275	Yes	
knk	kura1250	Kuranko			Latn	Developing	Stable	Emerging	0	323,200		nucl1445	Yes	
sbk	safw1238	Safwa			Latn	Vigorous	Stable	Ascending	0	322,000		mbey1234	Yes	
knx	kend1254	Salako			Latn	Wider Communication	Institutional	Ascending	0	321,000		west2821	Yes	
dip	nort2815	Northeastern Dinka			Latn	Educational	Stable	Emerging	0	320,000	din	dink1262	Possibly	But probably want to use macrolanguage
kvx	park1237	Parkari Koli			Arab	Developing	Stable	Ascending	0	319,000		indu1243	Yes	
jsl	japa1238	Japanese Sign Language	日本手話	Sign	Zxxx	Vigorous	Stable	Emerging	0	317,000		jsli1234	Yes	
maw	mamp1244	Mampruli			Latn	Provincial	Stable	Ascending	0	316,000		mamp1246	Yes	
gru	kist1241	Kistane			Ethi	Vigorous	Stable	Emerging	0	315,538		ngro1237	Yes	
eyo	keiy1238	Keiyo			Latn	Developing	Stable	Emerging	0	314,000	kln	west3004	Possibly	But probably want to use macrolanguage
mhi	madi1260	Ma'di			Latn	Educational	Stable	Ascending	0	314,000		sout2827	Yes	
tkq	teee1242	Tee			Latn	Vigorous	Stable	Still	0	313,000		taik1252	Yes	
khr	khar1287	Kharia			Latn	Developing	Stable	Emerging	0	312,976		mund1335	Yes	
bwq	sout2840	Southern Bobo Madaré			Latn	Developing	Stable	Emerging	0	312,000		bobo1253	Yes	
bfb	paur1238	Pauri Bareli			Deva	Vigorous	Stable	Emerging	0	311,677		paur1240	Yes	
kyw	kudm1238	Kudmali			Deva	Vigorous	Stable	Emerging	0	311,632		sada1243	Yes	
leb	lala1264	Lala-Bisa			Latn	Developing	Stable	Emerging	0	311,554		bisa1262	Yes	
nyd	nyor1244	Olunyole			Latn	Developing	Stable	Ascending	0	311,000	luy	cent2288	Possibly	But probably want to use macrolanguage
abv	baha1259	Baharna Arabic	لهجة بحرانية		Arab	Wider Communication	Institutional	Emerging	0	310,000	ara	nort3402	Yes, with caveat	To distinguish spoken dialect
gjn	gonj1241	Gonja			Latn	Educational	Institutional	Ascending	0	310,000		gonj1242	Yes	
khq	koyr1240	Koyra Chiini Songhay	Koyra ciini		Latn	Educational	Stable	Ascending	0	309,000		nort2822	Yes	
lwg	wang1294	Wanga			Latn	Educational	Institutional	Emerging	0	309,000	luy	cent2288	Possibly	But probably want to use macrolanguage
mse	muse1242	Musey			Latn	Developing	Stable	Ascending	0	308,000		marb1245	Yes	
alw	alab1254	Wanbasana			Ethi	Educational	Stable	Still	0	307,699		kamb1318	Yes	
kdh	temm1241	Tem			Latn	Wider Communication	Institutional	Ascending	0	307,000		temc1234	Yes	
bua	buri1258	Buriat	буряад		Cyrl				0	306,857		khal1273	Yes	
hbb	huba1236	Huba			Latn	Vigorous	Stable	Ascending	0	306,000		kilb1234	Yes	
phu	phua1239	Phuan			Thai	Vigorous	Stable	Still	0	306,000		siam1241	Yes	
dig	digo1243	Digo			Latn	Developing	Institutional	Ascending	0	305,000		sout3204	Yes	
sfw	sehw1238	Sehwi			Latn	Developing	Stable	Emerging	0	305,000		nort2767	Yes	
thq	koch1247	Kochila Tharu			Deva	Developing	Stable	Emerging	0	304,001		east2316	Yes	
zdj	ngaz1238	Ngazidja Comorian			Arab	Developing	Stable	Ascending	0	303,831		como1260	Yes	
fry	west2354	Western Frisian	West-Frysk	Spoken & Written	Latn	Provincial	Institutional	Vital	0	303,348		west2902	Yes	
swi	suii1243	Sui			Hani	Vigorous	Stable	Emerging	0	300,120		maon1239	Yes	
bas	basa1284	Basa (Cameroon)	Ɓàsàa		Latn	Developing	Stable	Ascending	0	300,000		basa1290	Yes	
gay	gayo1244	Gayo	bahasa Gayo		Latn	Threatened	Endangered	Ascending	0	300,000		suma1277	Yes	
hig	kamw1239	Kamwe			Latn	Developing	Stable	Ascending	0	300,000		higi1242	Yes	
hmd	larg1235	Large Flowery Miao			Plrd	Developing	Stable	Ascending	0	300,000	hmn	grea1295	Possibly	But probably want to use macrolanguage
ish	esan1238	Esan			Latn	Vigorous	Stable	Emerging	0	300,000		cent2259	Yes	
jab	hyam1245	Hyam			Latn	Vigorous	Stable	Ascending	0	300,000		hyam1246	Yes	
kad	kada1284	Adara			Latn	Vigorous	Stable	Emerging	0	300,000		nucl1832	Yes	
kaj	jjuu1238	Jju	Kaje		Latn	Developing	Stable	Ascending	0	300,000		kata1275	Yes	
luc	arin1244	Aringa			Latn	Educational	Stable	Ascending	0	300,000		cent2043	Yes	
mnb	muna1247	Muna			Latn	Threatened	Endangered	Ascending	0	300,000		west2847	Yes	
mtb	anyi1244	Anyin Morofo			Latn	Vigorous	Stable	Still	0	300,000		anyi1246	Yes	
mxx	maho1249	Mawukakan			Latn	Vigorous	Stable	Emerging	0	300,000		mani1303	Yes	
nxq	naxi1245	Naxi			Latn	Educational	Stable	Emerging	0	300,000		nais1236	Yes	
osi	osin1237	Osing	basa Osing		Java	Vigorous	Stable	Emerging	0	300,000		mode1251	Yes	
pil	yomm1242	Yom			Latn	Developing	Stable	Ascending	0	300,000		yomn1239	Yes	
qvi	imba1240	Imbabura Highland Quichua			Latn	Developing	Stable	Ascending	0	300,000	colo1257	imba1241	Possibly	But probably want to use macrolanguage
rbl	dara1251	Miraya Bikol			Latn	Vigorous	Stable	Ascending	0	300,000	bik	alba1269	Possibly	But probably want to use macrolanguage
say	saya1246	Saya			Latn	Vigorous	Stable	Still	0	300,000		zaks1240	Yes	
smw	sumb1241	Sumbawa	Basa Samawa		Latn	Vigorous	Stable	Emerging	0	300,000		sasa1248	Yes	
tgh	toba1282	Tobagonian Creole English			Latn	Vigorous	Endangered	Emerging	0	300,000		gren1248	Yes	
wsg	utno1237	Gondi, Adilabad			Telu		Institutional	Ascending	0	300,000	gon	sout2711	Possibly	But probably want to use macrolanguage
wxa	waxi1236	Waxianghua			Hani	Threatened	Endangered	Emerging	0	300,000	sini1245	sini1245	Yes	
yer	taro1263	Tarok			Latn		Stable	Ascending	0	300,000		taro1266	Yes	
nzi	nzim1238	Nzima			Latn	Educational	Institutional	Ascending	0	299,000		jwir1243	Yes	
bmy	bemb1258	Bemba (DRC)							0	296,000		book1242	No	Declared non-existent by ISO
mde	maba1277	Maba (Chad)			Arab	Wider Communication	Institutional	Ascending	0	296,000		nucl1441	Yes	
kfs	bila1253	Bilaspuri			Deva	Vigorous	Stable	Ascending	0	295,805		cham1331	Yes	
twh	taid1250	Tai Dón			Latn	Vigorous	Stable	Emerging	0	295,000		whit1265	Yes	
kne	kank1243	Kankanaey			Latn	Developing	Endangered	Ascending	0	294,349		kank1245	Yes	
zaj	zara1247	Zaramo			Latn	Moribund	Endangered	Emerging	0	293,000		kutu1267	Yes	
lez	lezg1247	Lezghian	Лезги чIал	Spoken & Written	Cyrl	Educational	Stable	Ascending	0	287,878		aghu1259	Yes	
ase	amer1248	American Sign Language		Sign	Sgnw	Developing	Stable	Ascending	0	287,622		amer1258	Yes	
cja	west2650	Western Cham	ꨌꩌ		Arab	Vigorous	Stable	Emerging	0	285,050		cham1328	Yes	
taq	tama1365	Tamasheq	tmahq		Latn	Educational	Stable	Ascending	0	281,200	tmh	sout3263	Possibly	But probably want to use macrolanguage
naq	nama1264	Nama (Namibia)	Khoekhoegowab		Latn	Educational	Institutional	Ascending	0	280,671		nort3245	Yes	
syr		Syriac	ܣܘܪܝܝܐ		Syrc				0	280,612			Possibly	It may be better to distinguish the individual dialects
tcz	thad1238	Thado Chin			Latn	Educational	Stable	Ascending	0	280,069		thad1239	Yes	
ior	inor1238	Inor			Ethi	Vigorous	Stable	Emerging	0	280,000		inor1239	Yes	
kzn	koko1267	Kokola			Latn	Vigorous	Stable	Emerging	0	280,000		lolo1269	Yes	
wni	ndzw1235	Ndzwani Comorian			Arab	Vigorous	Stable	Emerging	0	279,196		shin1269	Yes	
tza	tanz1238	Tanzanian Sign Language		Sign	Zxxx	Developing	Stable	Ascending	0	278,000		deaf1237	Yes	
nih	nyih1240	Nyiha (Tanzania)			Latn	Developing	Stable	Ascending	0	276,000		mboz1234	Yes	
sml	cent2092	Central Sama			Latn	Educational	Stable	Ascending	0	275,804		inne1244	Yes	
krc	kara1465	Karachay-Balkar	Къарачай-Малкъар	Spoken & Written	Cyrl	Educational	Stable	Ascending	0	274,458		kauk1241	Yes	
ets	yekh1238	Yekhee			Latn	Developing	Stable	Emerging	0	274,000		unem1239	Yes	
nle	east2409	East Nyala			Latn	Developing	Stable	Emerging	0	273,000	luy	kaba1294	Possibly	But probably want to use macrolanguage
tzh	tzel1254	Tzeltal			Latn	Developing	Stable	Ascending	0	273,000		tzel1253	Yes	
wss	wasa1244	Wasa			Latn	Developing	Stable	Still	0	273,000		akan1251	Yes	
arn	mapu1245	Mapuche	Mapudungun		Latn	Educational	Endangered	Ascending	0	272,210		arau1255	Yes	
mgv	mate1258	Matengo			Latn	Vigorous	Stable	Emerging	0	271,000		mate1261	Yes	
swk	mala1475	Malawi Sena			Latn	Developing	Stable	Emerging	0	270,000		sena1270	Yes	
njo	aona1235	Ao Naga			Latn	Educational	Stable	Ascending	0	269,795		aoic1235	Yes	
bzk	nica1252	Nicaragua Creole English			Latn	Developing	Institutional	Emerging	0	267,500		beli1261	Yes	
pce	ruch1235	Ruching Palaung			Mymr	Vigorous	Stable	Ascending	0	267,000		pala1336	Yes	
dtp	cent2100	Central Dusun	boros Kadazandusun	Spoken & Written	Latn	Threatened	Stable	Ascending	0	264,000		kada1292	Yes	
aba	abee1242	Abé			Latn	Developing	Stable	Emerging	0	263,000		agne1238	Yes	
myv	erzy1239	Erzya	эрзя	Spoken & Written	Cyrl	Developing	Stable	Ascending	0	260,135		mord1256	Yes	
fbl	oass1237	West Albay Bikol			Latn	Vigorous	Stable	Emerging	0	260,000	bik	alba1269	Possibly	But probably want to use macrolanguage
iqw	ikwo1238	Ikwo			Latn	Developing	Stable	Emerging	0	260,000		izie1238	Yes	
kvr	keri1250	Kerinci	Basê Kincai		Latn	Threatened	Endangered	Emerging	0	260,000	msa	keri1253	Possibly	But probably want to use macrolanguage
bis	bisl1239	Bislama	Bislama	Spoken & Written	Latn	Wider Communication	Institutional	Ascending	0	259,235		earl1243	Yes	
ibg	iban1267	Ibanag			Latn	Developing	Endangered	Ascending	0	258,755		iban1268	Yes	
bwx	buna1273	Bu-Nao Bunu			Latn	Threatened	Endangered	Emerging	0	258,000		buna1280	Yes	
ijn	kala1381	Kalabari			Latn	Developing	Stable	Emerging	0	258,000		kaki1246	Yes	
bjs	baja1265	Bajan			Latn	Vigorous	Endangered	Emerging	0	256,000		barb1267	Yes	
ill	iran1262	Iranun				Vigorous			0	256,000	ilm	dana1253	Probably not	Split into separate language codes
udm	udmu1245	Udmurt	удмурт	Spoken & Written	Cyrl	Developing	Endangered	Ascending	0	255,877		perm1256	Yes	
tyv	tuvi1240	Tuvinian	Тыва	Spoken & Written	Cyrl	Educational	Institutional	Ascending	0	255,353		saya1244	Yes	
lkb	kabr1240	Lukabaras			Latn	Educational	Stable	Emerging	0	253,000	luy	kaba1294	Possibly	But probably want to use macrolanguage
lts	tach1242	Tachoni			Latn	Educational	Stable	Emerging	0	253,000	luy	kaba1294	Possibly	But probably want to use macrolanguage
svr	sava1244	Savara				Vigorous			0	253,000		book1242	Probably not	Declared Non-existent from ISO but some sources attest it
adi	bori1243	Adi			Latn	Developing	Stable	Ascending	0	252,679		east2361	Yes	
bmb	bemb1255	Bembe			Latn	Developing	Stable	Emerging	0	252,000		bemb1261	Yes	
dub	dubl1239	Dubli			Gujr	Threatened	Endangered	Emerging	0	252,000		guja1256	Yes	
hmz	hmon1331	Sinicized Miao			Latn	Vigorous	Stable	Emerging	0	252,000	hmn	firs1234	Possibly	But probably want to use macrolanguage
smo	samo1305	Samoan	Gagana fa'a Sāmoa	Spoken & Written	Latn	National	Institutional	Vital	0	251,971		samo1310	Yes	
the	chit1274	Chitwania Tharu			Deva	Developing	Stable	Ascending	0	250,001		east2316	Yes	
ann	obol1243	Obolo	Obolo		Latn	Developing	Stable	Ascending	0	250,000		obol1242	Yes	
bde	bade1248	Bade			Latn	Vigorous	Endangered	Emerging	0	250,000		shir1274	Yes	
bwr	bura1292	Bura-Pabir			Latn	Vigorous	Endangered	Ascending	0	250,000		bura1297	Yes	
eto	eton1253	Eton (Cameroon)			Latn	Vigorous	Stable	Emerging	0	250,000		yaun1239	Yes	
fuc	pula1263	Pulaar	Pulaar		Latn	Educational	Stable	Ascending	0	250,000	ful	fula1264	Possibly	But probably want to use macrolanguage
ige	iged1239	Igede			Latn	Vigorous	Stable	Ascending	0	250,000		etul1244	Yes	
lpo	lipo1242	Lipo			Plrd	Threatened	Stable	Ascending	0	250,000		lipo1244	Yes	
ngb	nort2774	Northern Ngbandi			Latn	Developing	Stable	Ascending	0	250,000		nucl1737	Yes	
nnh	ngie1241	Ngiemboon	Ngiembɔɔn		Latn	Developing	Stable	Ascending	0	250,000		bamb1272	Yes	
qvw	huay1241	Huaylla Wanca Quechua			Latn	Developing	Stable	Ascending	0	250,000	que	jauj1237	Possibly	But probably want to use macrolanguage
qxn	nort2979	Northern Conchucos Ancash Quechua			Latn	Developing	Stable	Ascending	0	250,000	que	conc1245	Possibly	But probably want to use macrolanguage
qxo	sout2992	Southern Conchucos Ancash Quechua			Latn	Developing	Stable	Ascending	0	250,000	que	conc1245	Possibly	But probably want to use macrolanguage
